№,Name,Description,Price,Image URL
ВАЗ (Lada) 2107,"2010 г., 1.6 л., механика, седан, бензин, руль слева, 100 000 км",$ 3 414,https://im.mashina.kg/tachka/images//2/a/e/2aebf4b50e53b50a8b47ed680dadda84_240x180.jpg
Toyota Crown,"2008 г., 3.5 л., автомат, седан, бензин, руль справа, 181 000 км",$ 13 500,https://im.mashina.kg/tachka/images//8/0/c/80cdb021ebbdb9c89381dce158f14e84_240x180.jpg
Toyota Camry (Japan),"2002 г., 2.4 л., автомат, седан, бензин, руль справа, 198 000 км",$ 8 700,https://im.mashina.kg/tachka/images//6/8/e/68e99218f3e23e7740816420d6045aec_240x180.jpg
Mercedes-Benz E-класс,"2002 г., 4.3 л., автомат, седан, бензин, руль слева, 370 000 км",$ 8 200,https://im.mashina.kg/tachka/images//2/3/7/237756231b0adcc4faa26995f4ddc19c_240x180.jpg
Honda Fit,"2003 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 117 000 км",$ 5 300,https://im.mashina.kg/tachka/images//4/3/6/4365f6aeda391788a896a836e279e427_240x180.jpg
Mercedes-Benz E-класс,"2000 г., 3.2 л., автомат, седан, бензин, руль слева, 147 000 км",$ 9 200,https://im.mashina.kg/tachka/images//a/b/a/aba49796b3f7a806c4f8c1d5af628b2c_240x180.jpg
Kia K5 II Седан,"2018 г., 2 л., автомат, седан, газ, руль слева, 158 000 км",$ 17 300,https://im.mashina.kg/tachka/images//e/b/c/ebc9170f358e98295ad38bfc4828c52b_240x180.jpg
Hyundai Getz,"2008 г., 1.4 л., механика, хэтчбек 5 дв., бензин, руль слева, 200 000 км",$ 6 300,https://im.mashina.kg/tachka/images//4/6/2/462d3697cce36fd163ebadbebf2f12e0_240x180.jpg
BMW X7,"2021 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 35 000 км",$ 137 000,https://im.mashina.kg/tachka/images//2/c/c/2cc233374648df072ababc9c9954d29e_240x180.jpg
Honda Fit,"2003 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль слева, 20 800 км",$ 6 031,https://im.mashina.kg/tachka/images//5/e/6/5e640fea91f7347f5ea0f8899505e6f9_240x180.jpg
Honda Fit,"2002 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 282 630 км",$ 7 200,https://im.mashina.kg/tachka/images//5/8/1/5810e476c7fa7b70007811b7fa4b104e_240x180.jpg
Daewoo Nexia,"2007 г., 1.5 л., механика, седан, бензин, руль слева, 18 000 км",$ 1 821,https://im.mashina.kg/tachka/images//c/3/0/c3036117206a356f5e25c880b35217f3_240x180.jpg
Honda CR-V,"2006 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 334 000 км",$ 12 500,https://im.mashina.kg/tachka/images//a/5/e/a5e04da8364ebb048e5bb2fbb323bf16_240x180.jpg
Toyota Camry,"2017 г., 2.5 л., вариатор, седан, гибрид, руль слева, 104 402 км",$ 18 300,https://im.mashina.kg/tachka/images//d/6/d/d6df750033583abbfe83569269930acd_240x180.jpg
Hyundai Santa Fe,"2016 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 140 000 км",$ 24 200,https://im.mashina.kg/tachka/images//1/5/d/15d3fb3bbf1887f0526ec95350314078_240x180.jpg
Hyundai Santa Fe,"2016 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 128 000 км",$ 24 800,https://im.mashina.kg/tachka/images//f/b/4/fb42200d64556a67554c01aea31de426_240x180.jpg
Audi 80,"1988 г., 1.8 л., механика, седан, бензин, руль слева, 2 525 км",$ 1 878,https://im.mashina.kg/tachka/images//c/8/0/c803822aa6dbc223ead5df7ff4201941_240x180.jpg
Mercedes-Benz E-класс,"1999 г., 2.4 л., автомат, седан, бензин, руль слева, 347 344 км",$ 5 917,https://im.mashina.kg/tachka/images//d/b/5/db568f32df1c800c989c43945245290e_240x180.jpg
Hyundai Palisade,"2022 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 1 646 км",$ 68 000,https://im.mashina.kg/tachka/images//c/9/9/c99796fe4e16c30194efc834275a1a81_240x180.jpg
Toyota Mark II,"2002 г., 2.5 л., автомат, седан, бензин, руль справа, 261 000 км",$ 6 900,https://im.mashina.kg/tachka/images//6/4/2/642fafca41c6b5edb7b08fac34f349f9_240x180.jpg
Honda Fit Aria,"2003 г., 1.5 л., вариатор, седан, бензин, руль справа, 180 000 км",$ 5 348,https://im.mashina.kg/tachka/images//8/d/e/8de3837939b98c6471688021471b005b_240x180.jpg
Chevrolet Spark,"2016 г., 1 л., вариатор, хэтчбек 5 дв., бензин, руль слева",$ 8 700,https://im.mashina.kg/tachka/images//2/3/4/234de6775907c4a850f9fa55139c4e0e_240x180.jpg
Toyota Verso,"2010 г., 2.2 л., вариатор, компактвэн, дизель, руль слева, 231 900 км",$ 11 500,https://im.mashina.kg/tachka/images//f/e/e/fee3a243df1a95a1516f9d571e729774_240x180.jpg
Hyundai Sonata,"2014 г., 2 л., автомат, седан, газ, руль слева, 264 000 км",$ 11 000,https://im.mashina.kg/tachka/images//d/c/d/dcd47d3e347020f1cc7688b2e884ea57_240x180.jpg
Toyota Corolla Verso,"2009 г., 2.2 л., механика, компактвэн, дизель, руль слева, 231 000 км",$ 11 000,https://im.mashina.kg/tachka/images//5/d/a/5da5c9cfb4b0362cc44b7f2009f970fc_240x180.jpg
Hyundai Sonata,"2016 г., 2 л., автомат, седан, газ, руль слева, 36 000 км",$ 13 500,https://im.mashina.kg/tachka/images//7/5/2/752d81addc4956fd1a0d808f492db953_240x180.jpg
Volkswagen Golf,"1990 г., 1.6 л., механика, хэтчбек 5 дв., бензин, руль слева, 199 999 км",$ 2 048,https://im.mashina.kg/tachka/images//b/6/5/b65f3ee079dac7cc36fcb33dfe4c4833_240x180.jpg
Toyota Camry,"2002 г., 3 л., автомат, седан, бензин, руль слева, 224 000 км",$ 11 500,https://im.mashina.kg/tachka/images//1/d/a/1da8c33c9949693aeb4253ce12d12f45_240x180.jpg
Daewoo Nexia,"2010 г., 1.5 л., механика, седан, бензин, руль слева, 260 000 км",$ 2 845,https://im.mashina.kg/tachka/images//1/e/e/1eedce8222add74f50469a78ce4a6ec9_240x180.jpg
Hyundai Getz,"2004 г., 1.4 л., механика, хэтчбек 5 дв., бензин, руль слева, 226 000 км",$ 5 007,https://im.mashina.kg/tachka/images//a/9/c/a9cf2dfe5cb48867fa9a3a2a22f3a1a4_240x180.jpg
Toyota Sienna,"2017 г., 3.5 л., автомат, минивэн, бензин, руль слева, 143 000 км",$ 32 500,https://im.mashina.kg/tachka/images//2/d/4/2d443b547d98898d4039601e92ce5d26_240x180.jpg
Toyota Fortuner,"2017 г., 2.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 40 500,https://im.mashina.kg/tachka/images//4/2/7/4275c2ac1a6e03196d435be50a629946_240x180.jpg
Lexus RX,"2017 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 110 000 км",$ 53 000,https://im.mashina.kg/tachka/images//c/3/b/c3b97d5b92ab907e27615efec4762660_240x180.jpg
Lexus LX,"2015 г., 4.5 л., автомат, внедорожник 5 дв., дизель, руль слева, 125 000 км",$ 88 000,https://im.mashina.kg/tachka/images//9/1/a/91a23ea4736b9bfc914e94d13a580baa_240x180.jpg
Lexus GX,"2007 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 175 000 км",$ 26 500,https://im.mashina.kg/tachka/images//f/6/a/f6a2c3b63c6de37200c1ba4bd0fc349d_240x180.jpg
Toyota Highlander,"2017 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 62 000 км",$ 41 100,https://im.mashina.kg/tachka/images//3/9/7/397cc0411b734d0fa2f8e1064b899e04_240x180.jpg
Lexus LX,"2014 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 40 500 км",$ 65 000,https://im.mashina.kg/tachka/images//a/b/3/ab3f7cb46db72bc50b5b090e64330543_240x180.jpg
Land Rover Range Rover,"2018 г., 4.4 л., автомат, внедорожник 5 дв., дизель, руль слева, 41 000 км",$ 115 000,https://im.mashina.kg/tachka/images//2/c/2/2c285222aec4a03816e29fb21f94e550_240x180.jpg
Genesis GV80,"2020 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 38 000 км",$ 69 000,https://im.mashina.kg/tachka/images//8/d/5/8d5a34db3191fc6569ee5cbdfb95da76_240x180.jpg
Toyota Camry,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 27 000 км",$ 26 300,https://im.mashina.kg/tachka/images//6/3/1/631e683d113e3c0efaaff086d9db2891_240x180.jpg
Toyota RAV4,"2016 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 160 000 км",$ 27 500,https://im.mashina.kg/tachka/images//a/2/9/a29a699a99b6af022789ca0c684c743b_240x180.jpg
BMW X5,"2017 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 150 000 км",$ 49 500,https://im.mashina.kg/tachka/images//a/3/6/a36fb2df832fc46d06c6913b3f27e1a5_240x180.jpg
Toyota 4Runner,"2017 г., 4 л., автомат, внедорожник 5 дв., бензин, руль слева, 120 000 км",$ 37 500,https://im.mashina.kg/tachka/images//6/f/3/6f3d18909acce96e97b39456bd181437_240x180.jpg
Ravon R4,"2017 г., 1.5 л., автомат, седан, бензин, руль слева, 40 000 км",$ 10 800,https://im.mashina.kg/tachka/images//5/b/5/5b577b1566c9fa587874c90f6b87a37c_240x180.jpg
Lexus LX,"2012 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 200 000 км",$ 46 000,https://im.mashina.kg/tachka/images//b/d/c/bdc05b775f6d6a384e8e637e655a73f7_240x180.jpg
Toyota Land Cruiser,"2012 г., 4.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 139 000 км",$ 49 000,https://im.mashina.kg/tachka/images//6/b/6/6b6b415223149c7ceff9be1187a71575_240x180.jpg
ВАЗ (Lada) 2107,"2008 г., 1.6 л., механика, седан, бензин, руль слева, 99 000 км",$ 2 959,https://im.mashina.kg/tachka/images//2/c/e/2ce02d35191f2e98ce16086adc7861d8_240x180.jpg
Genesis G70,"2018 г., 2 л., автомат, седан, бензин, руль слева, 79 000 км",$ 25 000,https://im.mashina.kg/tachka/images//4/b/2/4b2ce3710e4693a19af0fc0a48e8d244_240x180.jpg
Hyundai Santa Fe,"2018 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 140 000 км",$ 33 800,https://im.mashina.kg/tachka/images//a/d/c/adcfd4bbd26e3a30ae702780dbde8726_240x180.jpg
Toyota Prius,"2020 г., 1.8 л., автомат, хэтчбек 5 дв., гибрид, руль слева, 75 000 км",$ 23 900,https://im.mashina.kg/tachka/images//3/f/3/3f3a4767e6ccb730ca31809a202ec1e2_240x180.jpg
Mercedes-Benz Vito,"1998 г., 2.3 л., механика, минивэн, дизель, руль слева, 201 000 км",$ 4 779,https://im.mashina.kg/tachka/images//7/f/9/7f961e80bd23aa5a2f66cd2f6353ee43_240x180.jpg
Honda CR-V,"2000 г., 2 л., автомат, внедорожник 5 дв., бензин, руль справа, 223 000 км",$ 8 300,https://im.mashina.kg/tachka/images//e/0/8/e087c9f1bf3eaafabc25e973ec1788a8_240x180.jpg
Toyota Camry,"2019 г., 2.5 л., автомат, седан, бензин, руль слева, 334 743 км",$ 19 000,https://im.mashina.kg/tachka/images//d/9/c/d9cd6562fb387343c7827c92343c8062_240x180.jpg
Hyundai Sonata,"2017 г., 2 л., автомат, седан, газ, руль слева, 142 000 км",$ 14 500,https://im.mashina.kg/tachka/images//9/3/3/9336582afb89d08d15eea5858564197f_240x180.jpg
BMW X3,"2017 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 143 231 км",$ 18 500,https://im.mashina.kg/tachka/images//9/9/7/99792189550e6caabeaa09a351877bf0_240x180.jpg
BMW X5,"2017 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 181 855 км",$ 27 500,https://im.mashina.kg/tachka/images//4/b/3/4b3e87de921ad68a24f9276bb318fa30_240x180.jpg
Mercedes-Benz Viano,"2006 г., 2.1 л., автомат, минивэн, дизель, руль слева, 333 132 км",$ 13 800,https://im.mashina.kg/tachka/images//8/9/e/89e11d8e1999f4c9db4cd1ddb63c0809_240x180.jpg
Toyota Corolla Verso,"2004 г., 1.8 л., механика, компактвэн, бензин, руль слева, 256 818 км",$ 9 700,https://im.mashina.kg/tachka/images//2/f/d/2fd2767c6b8b5f138f0fdf849fb59dda_240x180.jpg
Jeep Cherokee,"2018 г., 2.4 л., автомат, внедорожник 5 дв., бензин, руль слева, 328 305 км",$ 18 000,https://im.mashina.kg/tachka/images//0/b/e/0be2f918e81c1a38e9476a2c83a6f291_240x180.jpg
Ravon Gentra,"2015 г., 1.5 л., механика, седан, бензин, руль слева, 192 000 км",$ 7 396,https://im.mashina.kg/tachka/images//8/c/3/8c3993e774425674a138c2c74fbf4769_240x180.jpg
Toyota RAV4,"2018 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 465 099 км",$ 19 000,https://im.mashina.kg/tachka/images//9/b/c/9bcddc28e05614eaf659d5ce090a775c_240x180.jpg
Toyota Land Cruiser Prado,"2013 г., 2.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 250 000 км",$ 26 900,https://im.mashina.kg/tachka/images//c/e/7/ce7ef02716c2ed09c8c6d847488131a3_240x180.jpg
BMW X5,"2017 г., 2 л., автомат, внедорожник 5 дв., гибрид, руль слева, 202 777 км",$ 25 000,https://im.mashina.kg/tachka/images//6/c/5/6c5986e41261354404db0b2648215130_240x180.jpg
Toyota Ipsum,"2002 г., 2.4 л., автомат, компактвэн, бензин, руль справа, 291 000 км",$ 10 000,No image
Toyota Avalon,"2016 г., 2.5 л., вариатор, седан, гибрид, руль слева, 156 000 км",$ 23 000,https://im.mashina.kg/tachka/images//e/a/d/ead1676e907e0a1724acf186858e6acb_240x180.jpg
BMW X5,"2019 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 183 465 км",$ 50 000,https://im.mashina.kg/tachka/images//4/3/6/4364c09f05390470e9010a91aa877f4d_240x180.jpg
Kia K5 II Седан,"2016 г., 2 л., автомат, седан, газ, руль слева, 134 000 км",$ 15 500,https://im.mashina.kg/tachka/images//4/4/6/446b18d4c31ed4f0accd6d9ebfbf6645_240x180.jpg
Kia Mohave (Borrego),"2021 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 22 000 км",$ 56 800,https://im.mashina.kg/tachka/images//6/9/3/693ff2dc80a0af2daf25c08f6bef18f8_240x180.jpg
Lexus ES,"2017 г., 2.5 л., вариатор, седан, гибрид, руль слева, 252 666 км",$ 26 000,https://im.mashina.kg/tachka/images//e/5/c/e5c14d690bbb9bf685d8a0e31d2b9199_240x180.jpg
Kia K5 I Седан,"2011 г., 2 л., автомат, седан, газ, руль слева, 224 000 км",$ 11 700,https://im.mashina.kg/tachka/images//e/8/0/e8093c75b87b083521187e608041ae6f_240x180.jpg
Toyota Camry,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 1 900 км",$ 35 000,https://im.mashina.kg/tachka/images//1/9/a/19a1bbd8a31f0d74603940c933799d4c_240x180.jpg
Toyota Ipsum,"2000 г., 2 л., автомат, компактвэн, бензин, руль справа, 224 000 км",$ 7 000,https://im.mashina.kg/tachka/images//3/9/a/39a38cdac27a01e26e3ef96ca0ccb6ed_240x180.jpg
Kia Sorento,"2016 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 76 210 км",$ 25 800,https://im.mashina.kg/tachka/images//1/d/2/1d2a62ae4df9208bb35b7997f4e2381f_240x180.jpg
Kia Carnival,"2016 г., 2.2 л., автомат, минивэн, дизель, руль слева, 133 333 км",$ 23 500,https://im.mashina.kg/tachka/images//c/5/7/c576e893aefcebcd9d3531d5764f72be_240x180.jpg
BMW 5 серии,"2016 г., 2 л., автомат, седан, дизель, руль слева, 174 600 км",$ 28 000,https://im.mashina.kg/tachka/images//f/b/f/fbf8cc83f750d03f3a93850d01179e56_240x180.jpg
Toyota Prius,"2015 г., 1.8 л., автомат, хэтчбек 5 дв., гибрид, руль слева, 15 500 км",$ 13 800,https://im.mashina.kg/tachka/images//2/3/1/231d4d58124bc91a59b76f6cc9a51cd1_240x180.jpg
Toyota Allion,"2003 г., 1.8 л., автомат, седан, бензин, руль справа, 240 000 км",$ 9 000,https://im.mashina.kg/tachka/images//4/1/0/410189d92a5d3c01c6a3451cd4ab5106_240x180.jpg
Hyundai Santa Fe,"2016 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 95 900 км",$ 24 000,https://im.mashina.kg/tachka/images//c/9/8/c9868b8dbcb14e0f5cf21da8bc372980_240x180.jpg
Lexus ES,"2015 г., 2.5 л., вариатор, седан, гибрид, руль слева, 100 000 км",$ 23 800,https://im.mashina.kg/tachka/images//3/7/6/3762c5aecbaa68285eaa2b381a69e842_240x180.jpg
Subaru Legacy,"2003 г., 2 л., автомат, универсал, бензин, руль справа, 285 000 км",$ 6 550,https://im.mashina.kg/tachka/images//4/1/0/4102671fca9b49d6c97c71c1f715f861_240x180.jpg
Honda Stepwgn,"2003 г., 2 л., автомат, минивэн, бензин, руль справа",$ 9 650,https://im.mashina.kg/tachka/images//1/0/2/1028e2b503cc648000be80be8067a7ae_240x180.jpg
Kia K3,"2022 г., 1.6 л., вариатор, седан, бензин, руль слева, 17 600 км",$ 18 570,https://im.mashina.kg/tachka/images//f/c/8/fc8c5bc8e54a9de45d2de90a83fbf799_240x180.jpg
Kia K5 II Седан,"2018 г., 2 л., автомат, седан, газ, руль слева, 182 000 км",$ 16 700,https://im.mashina.kg/tachka/images//1/f/f/1ffaac066f849ce9722256d3aeeb3f02_240x180.jpg
BMW X7,"2020 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 49 000 км",$ 86 240,https://im.mashina.kg/tachka/images//5/8/d/58d4649d10a016263d4ef207de1bcf1e_240x180.jpg
Toyota RAV4,"2016 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 85 000 км",$ 25 500,https://im.mashina.kg/tachka/images//8/5/1/8515318584a52b7d774d73636657d162_240x180.jpg
Toyota Tundra,"2017 г., 5.7 л., автомат, пикап полуторная кабина, бензин, руль слева, 79 000 км",$ 41 000,https://im.mashina.kg/tachka/images//d/d/e/dde455d2df80ba505ca85e2cbef64c94_240x180.jpg
Mazda Tribute,"2002 г., 2 л., автомат, внедорожник 5 дв., бензин, руль справа, 4 600 км",$ 4 600,https://im.mashina.kg/tachka/images//f/3/2/f3240bcfcdeadea8d17434e37e9891d8_240x180.jpg
Kia K8,"2021 г., 3.5 л., автомат, седан, газ, руль слева, 12 190 км",$ 41 200,https://im.mashina.kg/tachka/images//b/6/8/b680bc59d5d90f25ed33529abbea4952_240x180.jpg
Hyundai Solaris,"2013 г., 1.6 л., механика, седан, бензин, руль слева, 450 000 км",$ 5 462,https://im.mashina.kg/tachka/images//6/8/6/686932f1b22be8d71410b5dd626044e8_240x180.jpg
Lexus LX,"2016 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 50 000 км",$ 89 000,https://im.mashina.kg/tachka/images//a/a/e/aae535c275c2290dbaede125be37c546_240x180.jpg
Lexus RX,"2004 г., 3.3 л., автомат, внедорожник 5 дв., бензин, руль слева, 184 000 км",$ 17 300,https://im.mashina.kg/tachka/images//2/7/d/27ddbb2011f26c19776ebb064aec73d0_240x180.jpg
Volkswagen Passat,"1988 г., 1.8 л., механика, седан, бензин, руль слева, 200 000 км",$ 3 300,https://im.mashina.kg/tachka/images//c/2/b/c2b193679de34883c16c24e4860d92b2_240x180.jpg
Daewoo Matiz,"2004 г., 0.8 л., автомат, хэтчбек 5 дв., бензин, руль слева, 140 078 км",$ 3 755,https://im.mashina.kg/tachka/images//c/6/8/c68942817eb4c4d7a55ae51684b195fe_240x180.jpg
Mitsubishi RVR,"1995 г., 2 л., механика, компактвэн, бензин, руль справа, 213 421 км",$ 2 617,https://im.mashina.kg/tachka/images//c/8/9/c893577210d98a4cd109bd93a1f38c07_240x180.jpg
Kia Carnival,"2023 г., 2.2 л., автомат, минивэн, дизель, руль слева, 23 км",$ 64 000,https://im.mashina.kg/tachka/images//2/e/d/2edf921b0a07b0be9c2b17e913f94c92_240x180.jpg
Toyota Corolla,"2006 г., 1.6 л., автомат, седан, бензин, руль слева, 400 000 км",$ 9 000,https://im.mashina.kg/tachka/images//a/c/e/acec60fb95fd49c3c12de30bb05b98a2_240x180.jpg
Hyundai Sonata,"2018 г., 2 л., автомат, седан, газ, руль слева, 206 000 км",$ 14 500,https://im.mashina.kg/tachka/images//f/d/a/fdaf1614ec37e5e72ca90020c4d88d95_240x180.jpg
Mercedes-Benz S-класс,"2008 г., 5.5 л., автомат, седан, бензин, руль слева, 208 000 км",$ 14 800,https://im.mashina.kg/tachka/images//8/d/6/8d6a7ab7182243c3b9db80f8188b59f6_240x180.jpg
BMW 5 серии,"2000 г., 3 л., автомат, седан, бензин, руль слева, 340 000 км",$ 7 055,https://im.mashina.kg/tachka/images//2/b/0/2b044e3fde63675d3c867726911f3003_240x180.jpg
Kia Sorento,"2018 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 148 000 км",$ 32 500,https://im.mashina.kg/tachka/images//2/d/9/2d9a6adcc16e4d7a3cbb3b08fc415ceb_240x180.jpg
Toyota Harrier,"2001 г., 3 л., автомат, внедорожник 5 дв., бензин, руль справа, 209 032 км",$ 8 900,https://im.mashina.kg/tachka/images//b/c/0/bc05fbe41746a3647b5001ce5c254359_240x180.jpg
Hyundai Santa Fe,"2021 г., 2.2 л., робот, внедорожник 5 дв., дизель, руль слева, 22 000 км",$ 46 900,https://im.mashina.kg/tachka/images//d/d/5/dd547bcb9fef2ae23f6807c5219f591d_240x180.jpg
Land Rover Range Rover,"2019 г., 5 л., автомат, внедорожник 5 дв., бензин, руль слева, 36 500 км",$ 150 000,https://im.mashina.kg/tachka/images//f/d/1/fd14fe7c7fd471df8d3c9ccec86518b9_240x180.jpg
Lexus NX,"2018 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 140 000 км",$ 42 700,https://im.mashina.kg/tachka/images//1/a/4/1a41a8853272b6c56a22508eeb78ba33_240x180.jpg
BMW 5 серии,"2017 г., 3 л., автомат, седан, дизель, руль слева, 85 000 км",$ 53 000,https://im.mashina.kg/tachka/images//7/9/2/7923d1575c1ae55b492b5ad77e39b857_240x180.jpg
BMW X5,"2015 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 188 000 км",$ 32 500,https://im.mashina.kg/tachka/images//1/7/a/17a53696850f96f5a80c5b6e733d7c65_240x180.jpg
BMW 5 серии,"2020 г., 2 л., автомат, седан, бензин, руль слева, 55 000 км",$ 67 000,https://im.mashina.kg/tachka/images//5/2/9/52928484d79e0096721e24ad7d6bfcf8_240x180.jpg
Hyundai Santa Fe,"2020 г., 2.2 л., робот, внедорожник 5 дв., дизель, руль слева, 80 000 км",$ 45 900,https://im.mashina.kg/tachka/images//2/e/4/2e41b4ba4047b15c64b1b0c73c9888af_240x180.jpg
Kia Sportage,"2018 г., 1.7 л., робот, внедорожник 5 дв., дизель, руль слева, 131 000 км",$ 18 300,https://im.mashina.kg/tachka/images//e/b/b/ebb42585c8a219a5408dcde2bd5e4f01_240x180.jpg
Honda Fit,"2004 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 250 000 км",$ 6 200,https://im.mashina.kg/tachka/images//3/4/2/34240c0dfff904f18423b51bc79d12b7_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., вариатор, седан, гибрид, руль слева, 119 000 км",$ 27 400,https://im.mashina.kg/tachka/images//d/4/4/d44bd133df6ffc825909bc999b59c79e_240x180.jpg
Hyundai Sonata,"2017 г., 2 л., автомат, седан, газ, руль слева, 220 000 км",$ 14 200,https://im.mashina.kg/tachka/images//0/2/5/02524bb3bcc088727abcda3df9479fae_240x180.jpg
Kia K5 II Седан,"2016 г., 2 л., автомат, седан, газ, руль слева, 120 000 км",$ 13 300,https://im.mashina.kg/tachka/images//3/b/d/3bd4d5ac834124230fc3a99a0c5b1cf9_240x180.jpg
Toyota Camry,"2017 г., 2.5 л., автомат, седан, бензин, руль слева, 114 000 км",$ 17 000,No image
Kia K5 II Седан,"2018 г., 2 л., автомат, седан, бензин, руль слева, 139 000 км",$ 16 000,https://im.mashina.kg/tachka/images//5/6/b/56bb428516d8a71b05d1a7e90e2c6708_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., автомат, седан, бензин, руль слева, 74 000 км",$ 29 500,https://im.mashina.kg/tachka/images//9/6/4/964b76f6da7bc80053b41fb6c089fd6f_240x180.jpg
Kia Sorento,"2017 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 113 000 км",$ 21 000,https://im.mashina.kg/tachka/images//c/8/b/c8bbe7045ea1fb7628e485a0f47d9c6e_240x180.jpg
Hyundai Tucson,"2020 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 30 000 км",$ 42 700,https://im.mashina.kg/tachka/images//4/c/d/4cdb0a5d3e6d3c3e6a9cfff5001ed2b2_240x180.jpg
Volkswagen Passat,"1993 г., 1.8 л., механика, универсал, бензин, руль слева, 300 000 км",$ 3 414,https://im.mashina.kg/tachka/images//b/7/b/b7bc448071f95b8aa723fe10e912641e_240x180.jpg
